alt_ft,angle_deg,b_extra_offset_nm,conflict,cross_track_offset_nm,dt_s,encounter_type,horizon_s,initial_sep_nm,scenario_id,sep_nm,speed_a_kts,speed_b_kts,speed_kts,start_offset_nm,t_intersect_s,time_offset_s,ttc_s
32000.0,,24.204203384805346,False,,1.0,crossing,180.0,,742,,,,357.28907107996747,9.478221576454679,,,-1.0
28000.0,23.28544012228077,,False,9.32303009361451,1.0,angle,180.0,,743,,398.6385440775265,264.8433371165643,,,46.26606831749707,-19.92179908742349,-1.0
30000.0,,,True,,1.0,overtake,180.0,3.311553313058142,744,,408.8633893614801,354.05899754347325,,,,,1.0
30000.0,,,True,,1.0,overtake,180.0,3.0192621233587773,745,,404.7027615124128,320.8576427442433,,,,,1.0
32000.0,,,False,,1.0,overtake,180.0,16.416560123537405,746,,418.6263962602671,235.02126006090617,,,,,-1.0
30000.0,,,False,,1.0,head_on,180.0,,747,42.90441128714572,,,289.97247869181865,,,,-1.0
32000.0,,,False,,1.0,overtake,180.0,8.081883775411836,748,,271.91828383425326,220.3655306182748,,,,,-1.0
28000.0,,,True,,1.0,overtake,180.0,4.610871300884412,749,,444.1686274004596,348.1617478246473,,,,,1.0
32000.0,148.35990261872962,,True,-4.999095914929796,1.0,angle,180.0,,750,,437.21450723366115,304.35089250374574,,,121.38215453566877,-3.2629430488787534,122.0
30000.0,,19.19832913911855,False,,1.0,crossing,180.0,,751,,,,342.0561306867946,7.951168494042308,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,752,12.397143719804548,,,263.4304760576256,,,,51.0
30000.0,,,False,,1.0,overtake,180.0,14.064911575567223,753,,511.1094470494585,374.90557972591574,,,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,754,28.22797285425483,,,327.848807506736,,,,128.0
28000.0,,,True,,1.0,overtake,180.0,3.087481223158062,755,,432.4277614972049,323.9863396258363,,,,,1.0
32000.0,,,False,,1.0,head_on,180.0,,756,42.34506982617086,,,323.29942196463344,,,,-1.0
32000.0,,14.035459839526384,False,,1.0,crossing,180.0,,757,,,,256.92713192598114,20.041693666350767,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,20.36089082399741,758,,386.6852905045777,268.19676216251924,,,,,-1.0
30000.0,38.750252064114704,,True,6.960694452543528,1.0,angle,180.0,,759,,288.2387094550676,229.97450332180122,,,154.43708390784226,-16.3582933848547,1.0
32000.0,,,False,,1.0,overtake,180.0,8.305389182770808,760,,330.07640311681376,298.21293623070807,,,,,-1.0
28000.0,,,False,,1.0,head_on,180.0,,761,49.86254983324443,,,387.6724929803903,,,,-1.0
28000.0,,13.344798224971177,False,,1.0,crossing,180.0,,762,,,,287.40464268355055,6.789995745527244,,,-1.0
28000.0,,13.693926704429703,False,,1.0,crossing,180.0,,763,,,,343.7132003117834,8.651439129343172,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,764,20.104950163214102,,,429.1011332691195,,,,64.0
28000.0,,,False,,1.0,head_on,180.0,,765,32.703963567407854,,,252.2989753972273,,,,-1.0
30000.0,,,True,,1.0,overtake,180.0,3.984451038279267,766,,492.0019800173783,334.9354646745515,,,,,1.0
28000.0,,,True,,1.0,overtake,180.0,11.416999811810498,767,,503.3446194563751,292.1791519927074,,,,,110.0
28000.0,,,True,,1.0,overtake,180.0,6.894403481712322,768,,464.9316250092244,324.8739525459715,,,,,49.0
30000.0,,,True,,1.0,head_on,180.0,,769,32.43941061552419,,,378.704588218137,,,,131.0
32000.0,,,True,,1.0,head_on,180.0,,770,14.950816430318795,,,308.7451423528171,,,,59.0
30000.0,,,True,,1.0,overtake,180.0,6.253227882713325,771,,343.19892567039165,303.71839278994037,,,,,115.0
30000.0,,4.483162301807658,False,,1.0,crossing,180.0,,772,,,,352.95248066816964,22.25726079217998,,,-1.0
30000.0,,,False,,1.0,head_on,180.0,,773,41.45737218633733,,,311.6570125516428,,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,11.522532181714817,774,,312.927742871499,261.38592362363045,,,,,-1.0
32000.0,78.30562789307363,,False,-9.383165919618694,1.0,angle,180.0,,775,,426.9212649205445,402.84960853680457,,,131.84291184089207,-10.754078545283985,-1.0
32000.0,139.38771841499198,,False,-6.013503010440608,1.0,angle,180.0,,776,,244.62804584712697,233.57618346031782,,,86.59984763508666,9.988380485697277,-1.0
32000.0,,,True,,1.0,head_on,180.0,,777,33.75966570995554,,,342.9105296085369,,,,151.0
30000.0,105.98569682261825,,True,7.252122436518981,1.0,angle,180.0,,778,,475.5140066508271,461.65105317020334,,,47.325443008516096,-25.915887256058248,1.0
28000.0,,,False,,1.0,overtake,180.0,13.591445761372594,779,,444.90112755746844,309.8553135382527,,,,,-1.0
28000.0,124.89098087041577,,True,-0.4026244782673878,1.0,angle,180.0,,780,,286.4281316445941,468.0020810308311,,,94.91561155498232,21.646348424917228,84.0
32000.0,,,False,,1.0,overtake,180.0,19.384724706695177,781,,469.15888517521387,282.4541320913784,,,,,-1.0
32000.0,31.98607238680049,,True,4.656943414601136,1.0,angle,180.0,,782,,273.8240228383919,224.03776231647998,,,74.42911263410576,-5.469782376721497,1.0
28000.0,,,True,,1.0,head_on,180.0,,783,43.783573027228954,,,390.0973685011116,,,,179.0
30000.0,,15.888333055607994,False,,1.0,crossing,180.0,,784,,,,434.4365278434557,19.727733783385865,,,-1.0
28000.0,,9.754796803853491,False,,1.0,crossing,180.0,,785,,,,439.6346948461396,23.124456903102683,,,-1.0
30000.0,152.8218422820087,,True,4.889555215725332,1.0,angle,180.0,,786,,434.0612431998125,342.10108994927435,,,126.14903789736712,-29.19675467563917,93.0
32000.0,142.46558955133028,,True,-2.056390239373287,1.0,angle,180.0,,787,,309.69256937885444,427.36239401289293,,,74.81493171195063,-0.10138555749016831,54.0
30000.0,,23.668594882273222,False,,1.0,crossing,180.0,,788,,,,409.33223286305827,21.349760321438005,,,-1.0
30000.0,16.04170291046362,,False,7.278248433073998,1.0,angle,180.0,,789,,456.01162401003387,412.9346879319211,,,64.29921465514414,-16.602632588035704,-1.0
30000.0,,,True,,1.0,head_on,180.0,,790,19.35235350466881,,,284.6553229796807,,,,91.0
30000.0,,8.67758695206443,False,,1.0,crossing,180.0,,791,,,,450.8182047508308,8.47724913144766,,,-1.0
28000.0,,24.94960183922347,False,,1.0,crossing,180.0,,792,,,,308.04829345791296,7.990225668276817,,,-1.0
30000.0,,,True,,1.0,overtake,180.0,6.271646130121217,793,,484.7285807261667,275.8059134675494,,,,,22.0
28000.0,,,True,,1.0,overtake,180.0,11.514196775800876,794,,426.02179627796517,286.8671722910539,,,,,169.0
28000.0,,,False,,1.0,overtake,180.0,24.099449856268837,795,,589.3185126989556,407.5112050136736,,,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,796,38.601458726930574,,,389.7043725199886,,,,156.0
32000.0,,,False,,1.0,overtake,180.0,15.50933690688877,797,,370.82948258695177,265.77916878360867,,,,,-1.0
32000.0,,,False,,1.0,head_on,180.0,,798,49.41982344270835,,,307.52237126387365,,,,-1.0
32000.0,,,False,,1.0,overtake,180.0,20.550424910121784,799,,271.90225685594106,250.0513491635506,,,,,-1.0
30000.0,139.71428993723822,,False,6.873267413352131,1.0,angle,180.0,,800,,316.8699083530185,307.0715367365733,,,111.09703717468314,33.553056021626276,-1.0
32000.0,160.94785203089114,,True,2.8492801718321115,1.0,angle,180.0,,801,,405.45269555517064,247.30964735621464,,,106.45857530211197,-23.100946949267296,71.0
28000.0,16.565513464599757,,True,-1.7657475814060568,1.0,angle,180.0,,802,,453.8668245195121,459.0679817534673,,,116.40676351289754,-23.37511129361692,46.0
30000.0,,,True,,1.0,head_on,180.0,,803,16.701828004512645,,,270.82027750991335,,,,78.0
30000.0,,16.43174825894044,False,,1.0,crossing,180.0,,804,,,,473.9521231454968,10.477290589802477,,,-1.0
30000.0,,21.43670622320657,False,,1.0,crossing,180.0,,805,,,,252.62350604587516,14.269576458488407,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,18.438798748756998,806,,384.95900133684756,263.03780192309716,,,,,-1.0
32000.0,,,False,,1.0,overtake,180.0,21.86977370573844,807,,541.3464607070376,419.47923310284136,,,,,-1.0
32000.0,43.9269549443072,,False,-7.970971795626054,1.0,angle,180.0,,808,,233.3004291892371,455.41882643004857,,,52.98145288117347,-5.423719501025829,-1.0
28000.0,,,True,,1.0,head_on,180.0,,809,21.76874689673226,,,276.3370148312261,,,,110.0
28000.0,,,True,,1.0,overtake,180.0,7.532248393580835,810,,555.3627959990029,377.5763572797382,,,,,52.0
28000.0,,,True,,1.0,head_on,180.0,,811,24.44568269079568,,,284.3116249030894,,,,124.0
28000.0,,,True,,1.0,overtake,180.0,5.000377181726136,812,,410.4630831031052,247.58338308273548,,,,,1.0
30000.0,,,True,,1.0,head_on,180.0,,813,28.01814421250352,,,376.9072207367389,,,,110.0
28000.0,44.79611828706858,,True,-0.9856371280739857,1.0,angle,180.0,,814,,432.0722529686901,306.43295813661837,,,125.92962202015303,-31.83898064543138,88.0
30000.0,135.73339638589908,,True,1.3997085994460985,1.0,angle,180.0,,815,,269.5594284629308,337.7029554095941,,,59.1692414307922,-22.880574564739852,12.0
30000.0,,,True,,1.0,overtake,180.0,8.029427036521195,816,,418.4312154761631,253.43067039681085,,,,,67.0
28000.0,137.6800635271244,,True,-3.888472848226967,1.0,angle,180.0,,817,,378.22757657644433,309.7715961737776,,,143.11359217688204,-17.878205175756612,129.0
30000.0,,14.482909127121243,False,,1.0,crossing,180.0,,818,,,,255.61552288290204,10.270108144712765,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,819,46.95281360080348,,,422.92414148015644,,,,179.0
32000.0,,,True,,1.0,head_on,180.0,,820,10.026446701897445,,,343.61246704857825,,,,27.0
30000.0,,,True,,1.0,overtake,180.0,9.627097836180909,821,,356.4130066072538,225.2522911137243,,,,,128.0
30000.0,,,True,,1.0,head_on,180.0,,822,19.484763900905477,,,419.3839768323463,,,,63.0
28000.0,,,True,,1.0,overtake,180.0,3.437147394031339,823,,505.5792319316763,350.7267633145565,,,,,1.0
32000.0,,,True,,1.0,head_on,180.0,,824,36.97791355350863,,,450.41259872318153,,,,128.0
32000.0,,,False,,1.0,head_on,180.0,,825,39.68366362681806,,,257.91615962101685,,,,-1.0
30000.0,26.114463935256698,,False,8.362843186369393,1.0,angle,180.0,,826,,266.9759690136685,444.3437847526974,,,106.55700704971547,-21.491647074775486,-1.0
30000.0,,,True,,1.0,overtake,180.0,6.694422484749282,827,,442.0168041898368,324.4104852228705,,,,,52.0
28000.0,,,True,,1.0,head_on,180.0,,828,13.46296175226815,,,408.9463992779671,,,,38.0
28000.0,49.399745736463245,,True,-0.18257000738918272,1.0,angle,180.0,,829,,447.1776692490863,479.5288192539949,,,58.651613385083934,29.78956620251975,44.0
32000.0,,,False,,1.0,overtake,180.0,20.68116935651798,830,,460.36477481139855,329.87996017476024,,,,,-1.0
28000.0,122.08586036350883,,True,1.659902107687607,1.0,angle,180.0,,831,,412.81309328188854,430.28684300257635,,,45.78715909436116,-15.462577708769079,10.0
32000.0,128.7607941662634,,False,-8.71682997064653,1.0,angle,180.0,,832,,329.42284320550533,420.84846143717743,,,144.30057066646,-21.493116115095148,-1.0
30000.0,,24.073709495927563,False,,1.0,crossing,180.0,,833,,,,319.8546127616223,23.569577281795887,,,-1.0
30000.0,56.71956394673259,,False,6.863342686811816,1.0,angle,180.0,,834,,318.9551399930516,413.2490292429285,,,158.06192324236554,26.42900419693197,-1.0
30000.0,,,True,,1.0,overtake,180.0,6.487258935989557,835,,477.07437059659964,268.5004982480416,,,,,26.0
30000.0,,19.84150492862305,False,,1.0,crossing,180.0,,836,,,,449.4192719088827,10.043805725492106,,,-1.0
30000.0,,9.113732984747571,False,,1.0,crossing,180.0,,837,,,,448.52812800720386,15.932474038206204,,,-1.0
30000.0,118.74331008999488,,True,-4.701001940872686,1.0,angle,180.0,,838,,476.0734592625903,386.0766259679935,,,136.97785215743517,24.916182319315553,140.0
30000.0,41.82025077916619,,True,-1.4608250849961095,1.0,angle,180.0,,839,,377.0077783043485,424.54706069612257,,,89.91286494633327,-13.349409165923404,40.0
28000.0,52.71602383191329,,True,-9.29133979216479,1.0,angle,180.0,,840,,343.0988583856047,467.5610124235345,,,110.8528980739558,32.58261030090432,168.0
28000.0,,18.126286255604036,False,,1.0,crossing,180.0,,841,,,,347.80086191103265,23.092502030197792,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,7.67562755697048,842,,284.3495957399186,234.93566225379826,,,,,-1.0
28000.0,,22.374905779409513,False,,1.0,crossing,180.0,,843,,,,256.3791078449256,8.55556675979253,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,18.751270354540672,844,,337.4185395070801,224.06634119304263,,,,,-1.0
28000.0,,21.508414300014266,False,,1.0,crossing,180.0,,845,,,,369.9767643353079,9.175609830194041,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,24.50740522042071,846,,493.1228865743187,282.6809582503282,,,,,-1.0
32000.0,51.42554877670668,,True,6.698410543227979,1.0,angle,180.0,,847,,318.02681025391774,332.5544327759464,,,94.02780678165706,-0.9273003544145411,1.0
32000.0,,,True,,1.0,head_on,180.0,,848,29.66019381566393,,,370.4244901988662,,,,120.0
30000.0,54.36484602801425,,True,7.9354578385686665,1.0,angle,180.0,,849,,411.7493901797483,235.43700160717793,,,154.86045987087954,39.185484218026104,23.0
28000.0,,0.5729290615829774,True,,1.0,crossing,180.0,,850,,,,331.5073619599282,14.721540851579501,,,125.0
28000.0,15.947918549872409,,True,4.0879684575256885,1.0,angle,180.0,,851,,356.9854654808438,441.44585148779765,,,91.62812627803449,17.039620226632863,1.0
30000.0,,13.2987675403674,False,,1.0,crossing,180.0,,852,,,,261.7762782616288,17.498903051432958,,,-1.0
28000.0,,21.471107689406196,False,,1.0,crossing,180.0,,853,,,,423.6516531929357,16.874202546525137,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,20.67168778132114,854,,441.4049856221649,364.973104613093,,,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,24.531844250907305,855,,341.53806981433723,233.34369129421117,,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,856,12.090000878751697,,,285.3145122365851,,,,45.0
30000.0,,,True,,1.0,overtake,180.0,6.989039871079694,857,,360.633107946751,270.22637355986967,,,,,80.0
30000.0,,,False,,1.0,overtake,180.0,13.67572864230343,858,,491.88150527353537,367.9380831284426,,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,859,25.661764798862524,,,478.6052889703692,,,,78.0
32000.0,,,False,,1.0,head_on,180.0,,860,42.69501921423021,,,346.71963852400955,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,861,12.186547043356258,,,354.7975740009931,,,,37.0
30000.0,,10.210407873217656,False,,1.0,crossing,180.0,,862,,,,379.11513254312223,19.961985189524633,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,863,25.8809112585606,,,315.0185194049461,,,,120.0
32000.0,,,True,,1.0,head_on,180.0,,864,31.798715417287386,,,375.5975706234867,,,,129.0
32000.0,,,True,,1.0,overtake,180.0,6.335725485432128,865,,507.19979264600056,353.19096981871616,,,,,32.0
28000.0,,,True,,1.0,head_on,180.0,,866,26.668738596034444,,,416.37920882347566,,,,94.0
28000.0,98.61216251834483,,False,-8.896816296360342,1.0,angle,180.0,,867,,228.85601048944065,271.1624211154905,,,74.04950668438246,-23.518400034193434,-1.0
32000.0,,,False,,1.0,overtake,180.0,18.802356470698435,868,,324.17363811184146,296.8158035448372,,,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,12.308096466739752,869,,326.28347736374036,220.64247852886496,,,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,870,14.993531334334584,,,273.74786492002005,,,,66.0
28000.0,149.90387769405112,,False,-8.174762677017654,1.0,angle,180.0,,871,,289.88676309573066,324.4103666402856,,,82.49775519854315,-27.585204408247527,-1.0
32000.0,,9.834017767527362,False,,1.0,crossing,180.0,,872,,,,424.742562595082,6.797159466664268,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,24.75119706609409,873,,492.0942880984396,320.8192222047758,,,,,-1.0
30000.0,,,False,,1.0,head_on,180.0,,874,40.94659349599104,,,297.2278093146083,,,,-1.0
28000.0,,1.0918572691049067,True,,1.0,crossing,180.0,,875,,,,478.8680323458883,14.572358946495314,,,88.0
30000.0,77.63989404457554,,True,-3.8299926138198632,1.0,angle,180.0,,876,,415.1833998201257,257.84318849300496,,,74.58350960322123,24.6112399646684,69.0
32000.0,,,True,,1.0,head_on,180.0,,877,16.56957456856061,,,361.8242230110686,,,,58.0
32000.0,,,True,,1.0,head_on,180.0,,878,36.29636457352174,,,408.57295125876567,,,,138.0
32000.0,,,True,,1.0,head_on,180.0,,879,27.22781356630924,,,301.4905727086565,,,,133.0
28000.0,,,True,,1.0,head_on,180.0,,880,23.043073353721724,,,356.046394759481,,,,92.0
30000.0,,2.477861339605622,True,,1.0,crossing,180.0,,881,,,,250.67560013871963,11.49455889367313,,,136.0
28000.0,99.27545389776225,,False,-9.912657808533538,1.0,angle,180.0,,882,,409.4557643338159,354.99584736617,,,153.02728756755855,-27.65363813091012,-1.0
28000.0,147.5377075824741,,True,1.328359658672717,1.0,angle,180.0,,883,,382.7688705046699,400.8039056004514,,,154.43457788166842,-25.664799165679042,116.0
30000.0,,,False,,1.0,overtake,180.0,16.24117570695546,884,,518.1376321385974,362.6362849612255,,,,,-1.0
28000.0,35.221710503571714,,True,5.5809315428237625,1.0,angle,180.0,,885,,474.56436079636114,359.93889642170825,,,141.32043630012026,-5.145539087354223,6.0
32000.0,,,False,,1.0,head_on,180.0,,886,48.73928006521641,,,265.82138634106883,,,,-1.0
32000.0,,,True,,1.0,overtake,180.0,12.738649530218769,887,,538.0911416508239,330.8461281160567,,,,,135.0
32000.0,,,True,,1.0,head_on,180.0,,888,20.945540747369755,,,423.0804281075993,,,,68.0
30000.0,66.27738886174059,,True,-4.857853256493653,1.0,angle,180.0,,889,,387.92276768110617,422.3500654046492,,,97.80413170622313,-11.110471448680936,99.0
32000.0,,16.630392619511458,False,,1.0,crossing,180.0,,890,,,,315.79323344562056,8.573484418252189,,,-1.0
28000.0,,,True,,1.0,head_on,180.0,,891,38.64421783520494,,,450.7115687316958,,,,135.0
32000.0,39.00761366508991,,False,-9.045569494142603,1.0,angle,180.0,,892,,434.6702911472554,451.9947285515292,,,92.17611999984962,-15.857232548464495,-1.0
28000.0,,,True,,1.0,head_on,180.0,,893,18.443649022100004,,,427.20066810142976,,,,57.0
28000.0,,,False,,1.0,head_on,180.0,,894,48.67917664175919,,,358.0543049968427,,,,-1.0
28000.0,,0.45714102197947637,True,,1.0,crossing,180.0,,895,,,,359.0523251842467,11.080590157729961,,,79.0
28000.0,,,True,,1.0,head_on,180.0,,896,8.796077836763773,,,468.57980484872246,,,,15.0
28000.0,152.70831324306408,,False,-8.770665406939877,1.0,angle,180.0,,897,,276.4304281933333,386.5748090812252,,,148.89838296730363,12.652274976915237,-1.0
30000.0,63.10438651035108,,True,-8.87648751779472,1.0,angle,180.0,,898,,387.957578142638,236.04650979822378,,,119.07994979268341,-36.16442030843133,173.0
30000.0,,6.6033832327462045,False,,1.0,crossing,180.0,,899,,,,252.2229057081412,20.59060316995786,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,14.780030298580137,900,,401.0200117359665,236.0062676225251,,,,,-1.0
32000.0,,21.9344628606311,False,,1.0,crossing,180.0,,901,,,,392.7646449242484,18.892573622212858,,,-1.0
32000.0,,7.472956464372202,False,,1.0,crossing,180.0,,902,,,,307.02755835889286,15.780897283879582,,,-1.0
30000.0,,7.131702343828489,False,,1.0,crossing,180.0,,903,,,,451.6388653023452,7.279936536570911,,,-1.0
32000.0,,,True,,1.0,overtake,180.0,5.519510101900547,904,,394.0238560405361,294.37210374667507,,,,,19.0
28000.0,,13.97428718042204,False,,1.0,crossing,180.0,,905,,,,380.05975985934987,13.761128976021572,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,19.305458667794205,906,,257.6854997263191,231.05779549072957,,,,,-1.0
30000.0,,18.376747856919614,False,,1.0,crossing,180.0,,907,,,,466.7736359650645,8.129114381794546,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,908,18.74611705242914,,,263.25200449060134,,,,94.0
30000.0,,,True,,1.0,head_on,180.0,,909,17.8210136229027,,,312.36031008800995,,,,74.0
28000.0,,,True,,1.0,head_on,180.0,,910,30.866195641122726,,,335.16961807919097,,,,139.0
30000.0,,,True,,1.0,overtake,180.0,3.2414437118272272,911,,510.07866991237995,301.7357678582183,,,,,1.0
30000.0,,,False,,1.0,overtake,180.0,21.957486135067906,912,,339.29609071206994,221.41693374190407,,,,,-1.0
28000.0,,8.680657396820504,False,,1.0,crossing,180.0,,913,,,,402.06070808157756,7.43867717727478,,,-1.0
28000.0,,5.833854682761349,False,,1.0,crossing,180.0,,914,,,,377.2501356931177,18.10936754011448,,,-1.0
32000.0,,,False,,1.0,overtake,180.0,13.518581573048891,915,,406.6610911563292,374.9597716017462,,,,,-1.0
28000.0,,,True,,1.0,overtake,180.0,12.622908134960774,916,,545.5131594373488,332.9437717822037,,,,,130.0
30000.0,,,True,,1.0,head_on,180.0,,917,48.64620210025982,,,455.6495727988296,,,,173.0
32000.0,,,True,,1.0,overtake,180.0,9.201883441600629,918,,523.1449252249051,363.72337454802806,,,,,95.0
30000.0,,,True,,1.0,head_on,180.0,,919,39.591161721987476,,,398.8370492138482,,,,157.0
30000.0,,,True,,1.0,head_on,180.0,,920,24.339803455245306,,,336.0092006249249,,,,104.0
30000.0,,23.84051948558654,False,,1.0,crossing,180.0,,921,,,,412.6552276957341,23.769693695965852,,,-1.0
32000.0,,,False,,1.0,overtake,180.0,20.85102942562905,922,,532.292130584969,353.8859858950831,,,,,-1.0
30000.0,,,False,,1.0,head_on,180.0,,923,43.219194939098195,,,292.13796626381253,,,,-1.0
30000.0,,,True,,1.0,head_on,180.0,,924,41.94304349878124,,,469.8987495666283,,,,142.0
28000.0,,,True,,1.0,head_on,180.0,,925,41.028748463196,,,376.1710821256047,,,,173.0
30000.0,,,True,,1.0,head_on,180.0,,926,14.418757296307607,,,332.2638150019541,,,,52.0
30000.0,58.00784937662171,,True,-0.967947292682938,1.0,angle,180.0,,927,,419.5428694425383,471.5282525404234,,,91.30849278465321,-26.32534504481331,51.0
32000.0,,10.230670783760832,False,,1.0,crossing,180.0,,928,,,,475.91418463611234,14.815432672588864,,,-1.0
30000.0,,,True,,1.0,overtake,180.0,4.804569495399537,929,,566.9081727165328,406.18593795350637,,,,,1.0
30000.0,,,False,,1.0,overtake,180.0,17.29520599305799,930,,447.92599618721795,244.4582931882191,,,,,-1.0
32000.0,,,True,,1.0,overtake,180.0,3.1122626525018084,931,,554.2393381500079,359.6697587339763,,,,,1.0
28000.0,,1.6397087345470935,True,,1.0,crossing,180.0,,932,,,,267.4901016585329,14.644255422382047,,,162.0
32000.0,,22.76791885464149,False,,1.0,crossing,180.0,,933,,,,295.513385920974,24.30723581542417,,,-1.0
28000.0,,,True,,1.0,overtake,180.0,8.831539876611533,934,,431.61893406496995,275.95723070244094,,,,,89.0
32000.0,,,True,,1.0,overtake,180.0,3.365614674424669,935,,288.61076197622293,252.95305581499667,,,,,1.0
32000.0,153.26878630300854,,True,-3.7167629579533283,1.0,angle,180.0,,936,,257.77810805744025,338.47523319499453,,,159.5349859029773,13.65732410243541,150.0
28000.0,,,True,,1.0,overtake,180.0,3.8939579032849823,937,,338.61463704458595,317.229092877142,,,,,1.0
32000.0,,2.720899306412389,True,,1.0,crossing,180.0,,938,,,,337.1171861356846,7.107418736864561,,,56.0
28000.0,145.99583324984684,,False,7.220290233387317,1.0,angle,180.0,,939,,369.5014779826409,457.7811348364373,,,108.70688890184083,-39.55308683539849,-1.0
32000.0,,,True,,1.0,head_on,180.0,,940,17.11526451250618,,,288.2059628283717,,,,76.0
30000.0,,11.315550318187462,False,,1.0,crossing,180.0,,941,,,,252.540054740185,24.692133377391542,,,-1.0
32000.0,,,True,,1.0,head_on,180.0,,942,27.767658673179376,,,361.4859551886965,,,,114.0
32000.0,,,False,,1.0,overtake,180.0,19.28528746947742,943,,470.30513684315383,382.7018890589818,,,,,-1.0
28000.0,,,True,,1.0,head_on,180.0,,944,32.16697460576094,,,399.9863060996836,,,,123.0
30000.0,,,True,,1.0,head_on,180.0,,945,28.380768291416913,,,360.3252235910721,,,,117.0
28000.0,132.10163926392522,,True,-2.354815976931885,1.0,angle,180.0,,946,,472.38073015316735,228.13726358528666,,,151.55320967066325,18.911869124992016,138.0
32000.0,,13.37340541697384,False,,1.0,crossing,180.0,,947,,,,468.1735692614909,17.165159482051163,,,-1.0
28000.0,,,False,,1.0,overtake,180.0,17.91419697994089,948,,503.7944487204357,377.08641155698604,,,,,-1.0
30000.0,,15.557806736896007,False,,1.0,crossing,180.0,,949,,,,274.3516082258632,22.542675029571868,,,-1.0
30000.0,,,True,,1.0,overtake,180.0,6.991669360137288,950,,437.2303312323602,343.3052923269695,,,,,77.0
28000.0,133.56363273497323,,False,-7.911372592421584,1.0,angle,180.0,,951,,395.78045015377256,441.98782419341717,,,136.99635136294592,-0.8131260366589927,-1.0
30000.0,136.29641872981847,,False,5.182289542478994,1.0,angle,180.0,,952,,315.4347256832473,439.04819056221464,,,87.89460273596504,25.43361721655191,-1.0
28000.0,,,True,,1.0,overtake,180.0,6.792408371657566,953,,374.4817421725817,311.5162837012985,,,,,103.0
28000.0,,,False,,1.0,overtake,180.0,10.629767990119557,954,,465.1201808526812,404.44292607679756,,,,,-1.0
28000.0,159.60233885102778,,False,-7.680109587781356,1.0,angle,180.0,,955,,383.76040512504267,410.1934029234702,,,117.20568656940853,-6.4545879851358805,-1.0
32000.0,,5.351456683460107,True,,1.0,crossing,180.0,,956,,,,464.292670635063,11.661002721023898,,,94.0
28000.0,,17.39691715203407,False,,1.0,crossing,180.0,,957,,,,473.2751663769834,10.473025872895104,,,-1.0
30000.0,,,False,,1.0,overtake,180.0,22.691959565501183,958,,483.9779904564665,415.89830958297176,,,,,-1.0
28000.0,130.3110815660848,,False,4.49299041445304,1.0,angle,180.0,,959,,346.3321066402337,381.54772190197787,,,40.36614505139772,27.486049201059288,-1.0
32000.0,,24.74386508397136,False,,1.0,crossing,180.0,,960,,,,394.5187871531296,23.98031770676438,,,-1.0
30000.0,,,True,,1.0,overtake,180.0,5.125042641567211,961,,475.4538504638098,374.76763445684264,,,,,5.0
30000.0,,,False,,1.0,overtake,180.0,12.371461697529613,962,,445.71784080458133,390.22291185652256,,,,,-1.0
28000.0,52.24979372574854,,True,7.854682176060134,1.0,angle,180.0,,963,,329.0661484718698,469.838492209425,,,92.47823610054056,-35.065555368219464,1.0
30000.0,110.13746029016363,,False,9.961986555680319,1.0,angle,180.0,,964,,304.0686427693782,314.87137456699134,,,115.88218340765002,32.249249260043854,-1.0
32000.0,,,False,,1.0,overtake,180.0,22.21761183291519,965,,533.5835745598356,344.72318624909406,,,,,-1.0
28000.0,65.44846496436142,,True,-2.9715823177103307,1.0,angle,180.0,,966,,336.19414786338945,387.9949386956156,,,105.56767496430476,-8.136836563540129,83.0
30000.0,,,False,,1.0,head_on,180.0,,967,40.522980137002634,,,255.28482689452642,,,,-1.0
32000.0,108.03011468131646,,True,0.728659807847702,1.0,angle,180.0,,968,,277.316749229792,406.6110477993382,,,156.3044446454981,1.1893056630447774,123.0
32000.0,,10.122394397481388,False,,1.0,crossing,180.0,,969,,,,376.3250682678129,8.180817265839003,,,-1.0
30000.0,,,True,,1.0,overtake,180.0,9.814539426370882,970,,476.1614368232681,310.3051148138107,,,,,105.0
